MT 37
1 1 -13.0  -13.0 
5
0.001	-9.563080E-05	7.278420E-05	5.992080E-04	-5.970030E-04	-5.992080E-04	5.970030E-04	9.563080E-05	-7.278420E-05	-9.563080E-06	7.278420E-06	2.996040E-05	-2.985015E-05	-2.996040E-05	2.985015E-05	9.563080E-06	-7.278420E-06
0.01	-2.704700E-04	7.693130E-05	1.883120E-03	-1.849070E-03	-1.883120E-03	1.849070E-03	2.704700E-04	-7.693130E-05	-2.704700E-05	7.693130E-06	9.415600E-05	-9.245350E-05	-9.415600E-05	9.245350E-05	2.704700E-05	-7.693130E-06
0.1	-1.753140E-04	-2.160850E-04	5.738090E-03	-6.396640E-03	-5.738090E-03	6.396640E-03	1.753140E-04	2.160850E-04	-1.753140E-05	-2.160850E-05	2.869045E-04	-3.198320E-04	-2.869045E-04	3.198320E-04	1.753140E-05	2.160850E-05
1	1.680200E-05	1.990480E-05	1.997260E-02	-1.971360E-02	-1.997260E-02	1.971360E-02	-1.680200E-05	-1.990480E-05	1.680200E-06	1.990480E-06	9.986300E-04	-9.856800E-04	-9.986300E-04	9.856800E-04	-1.680200E-06	-1.990480E-06
10	-2.561040E-08	-3.555770E-08	6.236980E-02	-6.420670E-02	-6.236980E-02	6.420670E-02	2.561040E-08	3.555770E-08	9.999000E+03	9.999000E+03	3.118490E-03	-3.210335E-03	-3.118490E-03	3.210335E-03	9.999000E+03	9.999000E+03
2 2 -13.0  -9.0 
5
0.001	-9.168570E-05	7.010070E-05	6.062370E-04	-5.995040E-04	-5.263140E-04	5.373720E-04	7.885390E-05	-6.005580E-05	-9.168570E-06	7.010070E-06	3.031185E-05	-2.997520E-05	-2.631570E-05	2.686860E-05	7.885390E-06	-6.005580E-06
0.01	-2.596420E-04	7.736020E-05	1.897540E-03	-1.824370E-03	-1.668870E-03	1.746920E-03	2.225820E-04	-6.405690E-05	-2.596420E-05	7.736020E-06	9.487700E-05	-9.121850E-05	-8.344350E-05	8.734600E-05	2.225820E-05	-6.405690E-06
0.1	-1.897000E-04	-2.059680E-04	5.594970E-03	-6.340190E-03	-5.379090E-03	6.503650E-03	1.528760E-04	1.771710E-04	-1.897000E-05	-2.059680E-05	2.797485E-04	-3.170095E-04	-2.689545E-04	3.251825E-04	1.528760E-05	1.771710E-05
1	2.144790E-05	2.127830E-05	2.004490E-02	-1.973040E-02	-2.009050E-02	1.971680E-02	-1.613640E-05	-1.660850E-05	2.144790E-06	2.127830E-06	1.002245E-03	-9.865200E-04	-1.004525E-03	9.858400E-04	-1.613640E-06	-1.660850E-06
10	-3.974550E-08	-5.006970E-08	6.236930E-02	-6.420660E-02	-6.236900E-02	6.420660E-02	2.999470E-08	3.305630E-08	9.999000E+03	9.999000E+03	3.118465E-03	-3.210330E-03	-3.118450E-03	3.210330E-03	9.999000E+03	9.999000E+03
3 3 -13.0  -5.0 
5
0.001	-6.231280E-05	4.771080E-05	6.103820E-04	-6.005300E-04	-4.548260E-04	4.792620E-04	4.598270E-05	-3.495960E-05	-6.231280E-06	4.771080E-06	3.051910E-05	-3.002650E-05	-2.274130E-05	2.396310E-05	4.598270E-06	-3.495960E-06
0.01	-1.763810E-04	5.349870E-05	1.904950E-03	-1.804780E-03	-1.459850E-03	1.650060E-03	1.294410E-04	-3.671290E-05	-1.763810E-05	5.349870E-06	9.524750E-05	-9.023900E-05	-7.299250E-05	8.250300E-05	1.294410E-05	-3.671290E-06
0.1	-1.357110E-04	-1.398120E-04	5.488080E-03	-6.300020E-03	-5.041760E-03	6.609700E-03	8.816320E-05	1.038510E-04	-1.357110E-05	-1.398120E-05	2.744040E-04	-3.150010E-04	-2.520880E-04	3.304850E-04	8.816320E-06	1.038510E-05
1	1.553300E-05	1.595810E-05	2.010040E-02	-1.974130E-02	-2.020320E-02	1.971740E-02	-8.463190E-06	-9.841200E-06	1.553300E-06	1.595810E-06	1.005020E-03	-9.870650E-04	-1.010160E-03	9.858700E-04	-8.463190E-07	-9.841200E-07
10	-5.674810E-09	-2.473650E-08	6.236910E-02	-6.420660E-02	-6.236850E-02	6.420660E-02	3.021640E-09	1.141960E-08	9.999000E+03	9.999000E+03	3.118455E-03	-3.210330E-03	-3.118425E-03	3.210330E-03	9.999000E+03	9.999000E+03
4 4 -13.0  5.0 
5
0.001	6.231280E-05	-4.771080E-05	6.103820E-04	-6.005300E-04	-4.548260E-04	4.792620E-04	-4.598270E-05	3.495960E-05	6.231280E-06	-4.771080E-06	3.051910E-05	-3.002650E-05	-2.274130E-05	2.396310E-05	-4.598270E-06	3.495960E-06
0.01	1.763810E-04	-5.349870E-05	1.904950E-03	-1.804780E-03	-1.459850E-03	1.650060E-03	-1.294410E-04	3.671290E-05	1.763810E-05	-5.349870E-06	9.524750E-05	-9.023900E-05	-7.299250E-05	8.250300E-05	-1.294410E-05	3.671290E-06
0.1	1.357110E-04	1.398120E-04	5.488080E-03	-6.300020E-03	-5.041760E-03	6.609700E-03	-8.816320E-05	-1.038510E-04	1.357110E-05	1.398120E-05	2.744040E-04	-3.150010E-04	-2.520880E-04	3.304850E-04	-8.816320E-06	-1.038510E-05
1	-1.553300E-05	-1.595810E-05	2.010040E-02	-1.974130E-02	-2.020320E-02	1.971740E-02	8.463190E-06	9.841200E-06	-1.553300E-06	-1.595810E-06	1.005020E-03	-9.870650E-04	-1.010160E-03	9.858700E-04	8.463190E-07	9.841200E-07
10	5.674810E-09	2.473650E-08	6.236910E-02	-6.420660E-02	-6.236850E-02	6.420660E-02	-3.021640E-09	-1.141960E-08	9.999000E+03	9.999000E+03	3.118455E-03	-3.210330E-03	-3.118425E-03	3.210330E-03	9.999000E+03	9.999000E+03
5 5 -13.0  9.0 
5
